,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
677,Taiwan,TWN,TWD,75.0,30.1955,20838.589,614090.637,2012-07-01
678,Ukraine,UKR,UAH,15.0,8.0855,3587.405,28600.586,2012-07-01
679,Uruguay,URY,UYU,99.0,21.87,15276.148,294885.66,2012-07-01
680,United States,USA,USD,3.96,1.0,50008.108,50008.108,2012-07-01
681,Venezuela,VEN,VEF,34.0,4.29465,10934.275,,2012-07-01
682,South Africa,ZAF,ZAR,19.95,8.4683,8799.477,63823.342,2012-07-01
683,UAE,ARE,AED,12.0,3.67305,45108.027,165659.23,2013-01-01
684,Argentina,ARG,ARS,19.0,4.9765,13889.792,63208.892,2013-01-01
685,Australia,AUS,AUD,4.7,0.959094615,68450.314,66084.503,2013-01-01
686,Austria,AUT,EUR,3.39,0.736946829,48616.903,37816.442,2013-01-01
687,Belgium,BEL,EUR,3.8,0.736946829,44824.163,34866.276,2013-01-01
688,Brazil,BRA,BRL,11.25,1.99335,12424.946,24278.345,2013-01-01
689,Canada,CAN,CAD,5.41,1.0029,52744.004,52710.498,2013-01-01
690,Switzerland,CHE,CHF,6.5,0.9123,86281.933,80905.229,2013-01-01
691,Chile,CHL,CLP,2050.0,471.75,15316.01,7451111.363,2013-01-01
692,China,CHN,CNY,16.0,6.2204,6282.709,39658.032,2013-01-01
693,Colombia,COL,COP,8600.0,1773.175,8237.293,14810749.607,2013-01-01
694,Costa Rica,CRI,CRC,2200.0,500.83,10107.452,5083072.758,2013-01-01
695,Czech Republic,CZE,CZK,70.33,18.89495,19880.902,389218.353,2013-01-01
696,Germany,DEU,EUR,3.64,0.736946829,43883.393,34134.502,2013-01-01
697,Denmark,DNK,DKK,28.5,5.49795,58623.414,339574.692,2013-01-01
698,Egypt,EGY,EGP,16.0,6.68575,3569.482,21443.636,2013-01-01
699,Spain,ESP,EUR,3.5,0.736946829,28344.913,22047.965,2013-01-01
700,Estonia,EST,EUR,2.7,0.736946829,17414.24,13545.589,2013-01-01
701,Euro area,EUZ,EUR,3.594849572,0.736946829,38212.3312437899,29723.2869136643,2013-01-01
702,Finland,FIN,EUR,3.75,0.736946829,47850.555,37220.341,2013-01-01
703,France,FRA,EUR,3.6,0.736946829,42372.071,32958.927,2013-01-01
704,Britain,GBR,GBP,2.69,0.633211968,42489.953,26893.352,2013-01-01
705,Greece,GRC,EUR,3.3,0.736946829,21845.045,16992.071,2013-01-01
706,Hong Kong,HKG,HKD,17.0,7.7591,36623.745,284069.028,2013-01-01
707,Hungary,HUN,HUF,830.0,217.46935,12969.621,2919515.807,2013-01-01
708,Indonesia,IDN,IDR,27939.0,9767.5,3744.53,35105215.357,2013-01-01
709,India,IND,INR,89.0,53.395,1434.018,78023.615,2013-01-01
710,Ireland,IRL,EUR,3.49,0.736946829,49029.287,38137.213,2013-01-01
711,Israel,ISR,ILS,14.9,3.72455,33170.022,127901.01,2013-01-01
712,Italy,ITA,EUR,3.85,0.736946829,34743.751,27025.272,2013-01-01
713,Japan,JPN,JPY,320.0,91.065,49175.035,3923698.42,2013-01-01
714,South Korea,KOR,KRW,3700.0,1085.475,25459.168,28687560.101,2013-01-01
715,Sri Lanka,LKA,LKR,350.0,126.45,3446.355,440112.656,2013-01-01
716,Mexico,MEX,MXN,37.0,12.7384,10271.406,135268.858,2013-01-01
717,Malaysia,MYS,MYR,7.95,3.083,10815.088,33380.176,2013-01-01
718,Netherlands,NLD,EUR,3.45,0.736946829,50175.559,39028.836,2013-01-01
719,Norway,NOR,NOK,43.0,5.4831,102327.985,595293.055,2013-01-01
720,New Zealand,NZL,NZD,5.2,1.202428906,39684.531,48958.442,2013-01-01
721,Pakistan,PAK,PKR,290.0,97.665,1364.752,121933.788,2013-01-01
722,Peru,PER,PEN,10.0,2.5595,6407.63,16899.858,2013-01-01
723,Philippines,PHL,PHP,118.0,40.6,2721.252,114915.21,2013-01-01
724,Poland,POL,PLN,9.1,3.092,13010.54,42369.365,2013-01-01
725,Portugal,PRT,EUR,2.95,0.736946829,20576.825,16005.592,2013-01-01
726,Russia,RUS,RUB,72.88,30.045,15287.967,475094.7,2013-01-01
727,Saudi Arabia,SAU,SAR,11.0,3.7502,25409.389,95285.21,2013-01-01
728,Singapore,SGP,SGD,4.5,1.23485,55547.546,69416.447,2013-01-01
729,Sweden,SWE,SEK,40.55930138,6.3492,57816.023,391704.47,2013-01-01
730,Thailand,THA,THB,87.0,29.755,5862.993,182165.04,2013-01-01
731,Turkey,TUR,TRY,8.45,1.76875,11637.915,20911.569,2013-01-01
732,Taiwan,TWN,TWD,75.0,29.502,21256.361,629519.517,2013-01-01
733,Ukraine,UKR,UAH,19.0,8.144,3874.152,30958.462,2013-01-01
734,Uruguay,URY,UYU,105.0,19.28,16256.069,330109.289,2013-01-01
735,United States,USA,USD,4.03,1.0,51736.738,51736.738,2013-01-01
736,Venezuela,VEN,VEF,39.0,4.29465,12688.11,,2013-01-01
737,South Africa,ZAF,ZAR,20.9,9.047,8207.059,67379.275,2013-01-01
738,UAE,ARE,AED,12.0,3.673,45108.027,165659.23,2013-07-01
739,Argentina,ARG,ARS,21.0,5.4125,13889.792,63208.892,2013-07-01
740,Australia,AUS,AUD,5.035,1.089858863,68450.314,66084.503,2013-07-01
741,Austria,AUT,EUR,3.39,0.777756173,48616.903,37816.442,2013-07-01
742,Belgium,BEL,EUR,3.7,0.777756173,44824.163,34866.276,2013-07-01
743,Brazil,BRA,BRL,12.0,2.27065,12424.946,24278.345,2013-07-01
744,Canada,CAN,CAD,5.53,1.05125,52744.004,52710.498,2013-07-01
745,Switzerland,CHE,CHF,6.5,0.9674,86281.933,80905.229,2013-07-01
746,Chile,CHL,CLP,2000.0,508.155,15316.01,7451111.363,2013-07-01
747,China,CHN,CNY,16.0,6.1341,6282.709,39658.032,2013-07-01
748,Colombia,COL,COP,8600.0,1921.0,8237.293,14810749.607,2013-07-01
749,Costa Rica,CRI,CRC,2150.0,498.675,10107.452,5083072.758,2013-07-01
750,Czech Republic,CZE,CZK,70.45,20.1828,19880.902,389218.353,2013-07-01
751,Germany,DEU,EUR,3.64,0.777756173,43883.393,34134.502,2013-07-01
752,Denmark,DNK,DKK,28.5,5.8006,58623.414,339574.692,2013-07-01
753,Egypt,EGY,EGP,16.75,7.00915,3569.482,21443.636,2013-07-01
754,Spain,ESP,EUR,3.5,0.777756173,28344.913,22047.965,2013-07-01
755,Estonia,EST,EUR,2.75,0.777756173,17414.24,13545.589,2013-07-01
756,Euro area,EUZ,EUR,3.623870489,0.777756173,38212.3312437899,29723.2869136643,2013-07-01
757,Finland,FIN,EUR,4.1,0.777756173,47850.555,37220.341,2013-07-01
758,France,FRA,EUR,3.9,0.777756173,42372.071,32958.927,2013-07-01
759,Britain,GBR,GBP,2.69,0.669142494,42489.953,26893.352,2013-07-01
760,Greece,GRC,EUR,2.6,0.777756173,21845.045,16992.071,2013-07-01
761,Hong Kong,HKG,HKD,17.0,7.75665,36623.745,284069.028,2013-07-01
762,Hungary,HUN,HUF,860.0,228.462,12969.621,2919515.807,2013-07-01
763,Indonesia,IDN,IDR,27939.0,9965.0,3744.53,35105215.357,2013-07-01
764,India,IND,INR,90.0,59.98,1434.018,78023.615,2013-07-01
765,Ireland,IRL,EUR,3.46,0.777756173,49029.287,38137.213,2013-07-01
766,Israel,ISR,ILS,17.5,3.64595,33170.022,127901.01,2013-07-01
767,Italy,ITA,EUR,3.75,0.777756173,34743.751,27025.272,2013-07-01
768,Japan,JPN,JPY,320.0,100.105,49175.035,3923698.42,2013-07-01
769,South Korea,KOR,KRW,3900.0,1135.7,25459.168,28687560.101,2013-07-01
770,Sri Lanka,LKA,LKR,370.0,130.8,3446.355,440112.656,2013-07-01
771,Mexico,MEX,MXN,37.0,12.94115,10271.406,135268.858,2013-07-01
772,Malaysia,MYS,MYR,7.3,3.1805,10815.088,33380.176,2013-07-01
773,Netherlands,NLD,EUR,3.45,0.777756173,50175.559,39028.836,2013-07-01
774,Norway,NOR,NOK,46.0,6.1281,102327.985,595293.055,2013-07-01
775,New Zealand,NZL,NZD,5.5,1.279344975,39684.531,48958.442,2013-07-01
776,Pakistan,PAK,PKR,300.0,100.035,1364.752,121933.788,2013-07-01
777,Peru,PER,PEN,10.0,2.783,6407.63,16899.858,2013-07-01
778,Philippines,PHL,PHP,115.21,43.44,2721.252,114915.21,2013-07-01
779,Poland,POL,PLN,9.2,3.3655,13010.54,42369.365,2013-07-01
780,Portugal,PRT,EUR,2.95,0.777756173,20576.825,16005.592,2013-07-01
781,Russia,RUS,RUB,87.0,32.9389,15287.967,475094.7,2013-07-01
782,Saudi Arabia,SAU,SAR,10.0,3.7502,25409.389,95285.21,2013-07-01
783,Singapore,SGP,SGD,4.7,1.2747,55547.546,69416.447,2013-07-01
784,Sweden,SWE,SEK,41.61,6.7583,57816.023,391704.47,2013-07-01
785,Thailand,THA,THB,89.0,31.275,5862.993,182165.04,2013-07-01
786,Turkey,TUR,TRY,8.5,1.95745,11637.915,20911.569,2013-07-01
787,Taiwan,TWN,TWD,79.0,30.0285,21256.361,629519.517,2013-07-01
788,Ukraine,UKR,UAH,19.0,8.155,3874.152,30958.462,2013-07-01
789,Uruguay,URY,UYU,105.0,21.085,16256.069,330109.289,2013-07-01
790,United States,USA,USD,4.18,1.0,51736.738,51736.738,2013-07-01
791,Venezuela,VEN,VEF,45.0,6.2921,12688.11,,2013-07-01
792,South Africa,ZAF,ZAR,22.5,10.04725,8207.059,67379.275,2013-07-01
793,UAE,ARE,AED,12.0,3.673,46207.448,169696.854,2014-01-01
794,Argentina,ARG,ARS,21.0,6.92125,14488.829,79338.285,2014-01-01
795,Australia,AUS,AUD,5.05,1.128859288,65200.366,67326.08,2014-01-01
796,Austria,AUT,EUR,3.39,0.737218475,50747.384,38209.439,2014-01-01
797,Belgium,BEL,EUR,3.95,0.737218475,46848.612,35273.92,2014-01-01
798,Brazil,BRA,BRL,12.4,2.36305,12358.342,26657.562,2014-01-01
799,Canada,CAN,CAD,5.54,1.1051,52708.61,54297.108,2014-01-01
800,Switzerland,CHE,CHF,6.5,0.91005,87872.114,81448.974,2014-01-01
801,Chile,CHL,CLP,2000.0,541.95,15740.391,7796386.33,2014-01-01
802,China,CHN,CNY,16.6,6.0513,7039.574,43616.026,2014-01-01
803,Colombia,COL,COP,8600.0,1982.795,8409.688,15716824.289,2014-01-01
804,Costa Rica,CRI,CRC,2150.0,501.92,10764.529,5379816.093,2014-01-01
805,Czech Republic,CZE,CZK,70.45,20.2838,20129.622,393948.436,2014-01-01
806,Germany,DEU,EUR,3.67,0.737218475,46299.371,34860.377,2014-01-01
807,Denmark,DNK,DKK,28.5,5.5014,61325.575,344423.546,2014-01-01
808,Egypt,EGY,EGP,16.93,6.961,3583.854,23150.118,2014-01-01
809,Spain,ESP,EUR,3.65,0.737218475,29094.337,21906.12,2014-01-01
810,Estonia,EST,EUR,2.8,0.737218475,19056.283,14348.126,2014-01-01
811,Euro area,EUZ,EUR,3.657962724,0.737218475,39787.9372357783,29957.6941972815,2014-01-01
812,Finland,FIN,EUR,4.1,0.737218475,50006.019,37651.239,2014-01-01
813,France,FRA,EUR,3.8,0.737218475,44144.617,33237.99,2014-01-01
814,Britain,GBR,GBP,2.79,0.603009015,43492.461,27802.327,2014-01-01
815,Greece,GRC,EUR,3.05,0.737218475,21712.016,16347.718,2014-01-01
816,Hong Kong,HKG,HKD,18.0,7.75785,38233.352,296537.88,2014-01-01
817,Hungary,HUN,HUF,860.0,223.09705,13693.038,3063064.184,2014-01-01
818,Indonesia,IDN,IDR,27939.0,12140.0,3684.0,38365914.698,2014-01-01
819,India,IND,INR,95.0,61.845,1438.057,87005.197,2014-01-01
820,Ireland,IRL,EUR,3.46,0.737218475,51472.197,38755.175,2014-01-01
821,Israel,ISR,ILS,17.5,3.4882,36957.353,133444.07,2014-01-01
822,Italy,ITA,EUR,3.85,0.737218475,35534.99,26755.508,2014-01-01
823,Japan,JPN,JPY,310.0,104.245,40934.756,3995054.421,2014-01-01
824,South Korea,KOR,KRW,3700.0,1067.3,27179.519,29761097.472,2014-01-01
825,Sri Lanka,LKA,LKR,350.0,130.8,3737.366,482797.668,2014-01-01
826,Lithuania,LTU,EUR,8.8,2.5454,15734.38,11846.952,2014-01-01
827,Mexico,MEX,MXN,37.0,13.33275,10758.984,137413.653,2014-01-01
828,Malaysia,MYS,MYR,7.4,3.3235,10858.449,34192.601,2014-01-01
829,Netherlands,NLD,EUR,3.45,0.737218475,52276.986,39361.128,2014-01-01
830,Norway,NOR,NOK,48.0,6.15745,103703.946,609260.685,2014-01-01
831,New Zealand,NZL,NZD,5.5,1.203007519,42083.005,51287.639,2014-01-01
832,Pakistan,PAK,PKR,320.0,105.415,1378.626,133464.259,2014-01-01
833,Peru,PER,PEN,10.0,2.8065,6647.517,17964.082,2014-01-01
834,Philippines,PHL,PHP,135.0,45.23,2903.189,123229.297,2014-01-01
835,Poland,POL,PLN,9.2,3.0684,13550.385,42827.573,2014-01-01
836,Portugal,PRT,EUR,3.0,0.737218475,21653.505,16303.663,2014-01-01
837,Russia,RUS,RUB,89.0,33.93925,15928.699,508019.935,2014-01-01
838,Saudi Arabia,SAU,SAR,11.0,3.7504,25658.983,96221.188,2014-01-01
839,Singapore,SGP,SGD,4.6,1.27885,56967.426,71283.34,2014-01-01
840,Sweden,SWE,SEK,40.7,6.47315,60845.007,396342.654,2014-01-01
841,Thailand,THA,THB,96.0,32.875,6168.708,189525.998,2014-01-01
842,Turkey,TUR,TRY,8.5,2.26155,12488.968,23783.421,2014-01-01
843,Taiwan,TWN,TWD,79.0,30.161,21945.46,653334.627,2014-01-01
844,Ukraine,UKR,UAH,19.0,8.379,4051.42,32383.0,2014-01-01
845,Uruguay,URY,UYU,105.0,21.38,18193.919,372095.97,2014-01-01
846,United States,USA,USD,4.24,1.0,53245.516,53245.516,2014-01-01
847,Venezuela,VEN,VEF,45.0,6.2921,8692.955,,2014-01-01
848,South Africa,ZAF,ZAR,23.5,10.87765,7458.04,71973.191,2014-01-01
849,UAE,ARE,AED,13.0,3.67305,46207.448,169696.854,2014-07-01
850,Argentina,ARG,ARS,21.0,8.16875,14488.829,79338.285,2014-07-01
851,Australia,AUS,AUD,5.1,1.059378145,65200.366,67326.08,2014-07-01
852,Austria,AUT,EUR,3.39,0.742748914,50747.384,38209.439,2014-07-01
853,Belgium,BEL,EUR,3.7,0.742748914,46848.612,35273.92,2014-07-01
854,Brazil,BRA,BRL,13.0,2.22025,12358.342,26657.562,2014-07-01
855,Canada,CAN,CAD,5.64,1.07405,52708.61,54297.108,2014-07-01
856,Switzerland,CHE,CHF,6.16,0.9024,87872.114,81448.974,2014-07-01
857,Chile,CHL,CLP,2100.0,564.14,15740.391,7796386.33,2014-07-01
858,China,CHN,CNY,16.9,6.1983,7039.574,43616.026,2014-07-01
859,Colombia,COL,COP,8600.0,1847.65,8409.688,15716824.289,2014-07-01
860,Costa Rica,CRI,CRC,2150.0,537.3,10764.529,5379816.093,2014-07-01
861,Czech Republic,CZE,CZK,70.45,20.3877,20129.622,393948.436,2014-07-01
862,Germany,DEU,EUR,3.67,0.742748914,46299.371,34860.377,2014-07-01
863,Denmark,DNK,DKK,28.5,5.5388,61325.575,344423.546,2014-07-01
864,Egypt,EGY,EGP,16.93,7.15005,3583.854,23150.118,2014-07-01
865,Spain,ESP,EUR,3.65,0.742748914,29094.337,21906.12,2014-07-01
866,Estonia,EST,EUR,2.9,0.742748914,19056.283,14348.126,2014-07-01
867,Euro area,EUZ,EUR,3.67923829,0.742748914,39787.9372357783,29957.6941972815,2014-07-01
868,Finland,FIN,EUR,4.1,0.742748914,50006.019,37651.239,2014-07-01
869,France,FRA,EUR,3.9,0.742748914,44144.617,33237.99,2014-07-01
870,Britain,GBR,GBP,2.89,0.586785589,43492.461,27802.327,2014-07-01
871,Greece,GRC,EUR,3.05,0.742748914,21712.016,16347.718,2014-07-01
872,Hong Kong,HKG,HKD,18.8,7.75045,38233.352,296537.88,2014-07-01
873,Hungary,HUN,HUF,860.0,228.30615,13693.038,3063064.184,2014-07-01
874,Indonesia,IDN,IDR,27939.0,11505.0,3684.0,38365914.698,2014-07-01
875,India,IND,INR,105.0,60.08875,1438.057,87005.197,2014-07-01
876,Ireland,IRL,EUR,3.49,0.742748914,51472.197,38755.175,2014-07-01
877,Israel,ISR,ILS,17.5,3.4138,36957.353,133444.07,2014-07-01
878,Italy,ITA,EUR,3.85,0.742748914,35534.99,26755.508,2014-07-01
879,Japan,JPN,JPY,370.0,101.53,40934.756,3995054.421,2014-07-01
880,South Korea,KOR,KRW,4100.0,1023.75,27179.519,29761097.472,2014-07-01
881,Sri Lanka,LKA,LKR,350.0,130.255,3737.366,482797.668,2014-07-01
882,Lithuania,LTU,EUR,8.95,2.56455,15734.38,11846.952,2014-07-01
883,Mexico,MEX,MXN,42.0,12.93255,10758.984,137413.653,2014-07-01
884,Malaysia,MYS,MYR,7.63,3.1675,10858.449,34192.601,2014-07-01
885,Netherlands,NLD,EUR,3.45,0.742748914,52276.986,39361.128,2014-07-01
886,Norway,NOR,NOK,48.0,6.1873,103703.946,609260.685,2014-07-01
887,New Zealand,NZL,NZD,5.7,1.152737752,42083.005,51287.639,2014-07-01
888,Pakistan,PAK,PKR,300.0,98.68,1378.626,133464.259,2014-07-01
889,Peru,PER,PEN,10.0,2.788,6647.517,17964.082,2014-07-01
890,Philippines,PHL,PHP,160.0,43.205,2903.189,123229.297,2014-07-01
891,Poland,POL,PLN,9.2,3.0714,13550.385,42827.573,2014-07-01
892,Portugal,PRT,EUR,3.0,0.742748914,21653.505,16303.663,2014-07-01
893,Russia,RUS,RUB,89.0,34.83725,15928.699,508019.935,2014-07-01
894,Saudi Arabia,SAU,SAR,11.0,3.75035,25658.983,96221.188,2014-07-01
895,Singapore,SGP,SGD,4.7,1.238,56967.426,71283.34,2014-07-01
896,Sweden,SWE,SEK,40.7,6.836,60845.007,396342.654,2014-07-01
897,Thailand,THA,THB,99.0,31.78,6168.708,189525.998,2014-07-01
898,Turkey,TUR,TRY,9.25,2.09125,12488.968,23783.421,2014-07-01
899,Taiwan,TWN,TWD,79.0,29.982,21945.46,653334.627,2014-07-01
900,Ukraine,UKR,UAH,19.0,11.685,4051.42,32383.0,2014-07-01
901,Uruguay,URY,UYU,113.0,22.97,18193.919,372095.97,2014-07-01
902,United States,USA,USD,4.29,1.0,53245.516,53245.516,2014-07-01
903,Venezuela,VEN,VEF,75.0,11.0,8692.955,,2014-07-01
904,Vietnam,VNM,VND,60000.0,21230.0,2369.973,49840469.239,2014-07-01
905,South Africa,ZAF,ZAR,24.5,10.5145,7458.04,71973.191,2014-07-01
906,UAE,ARE,AED,13.0,3.67305,47063.628,172841.173,2015-01-01
907,Argentina,ARG,ARS,28.0,8.61,13208.831,107315.212,2015-01-01
908,Australia,AUS,AUD,5.3,1.227219734,61615.051,68256.743,2015-01-01
909,Austria,AUT,EUR,3.39,0.863073404,51814.424,38992.129,2015-01-01
910,Belgium,BEL,EUR,3.7,0.863073404,47897.037,36044.161,2015-01-01
911,Brazil,BRA,BRL,13.5,2.59275,12175.683,28648.673,2015-01-01
912,Canada,CAN,CAD,5.7,1.22855,51020.843,56365.13,2015-01-01
913,Switzerland,CHE,CHF,6.5,0.86165,89273.258,81787.789,2015-01-01
914,Chile,CHL,CLP,2100.0,627.485,14582.85,8317656.66,2015-01-01
915,China,CHN,CNY,17.2,6.2115,7645.875,46971.794,2015-01-01
916,Colombia,COL,COP,7900.0,2364.98,8312.056,16633297.73,2015-01-01
917,Costa Rica,CRI,CRC,2150.0,536.09,10853.638,5842596.561,2015-01-01
918,Czech Republic,CZE,CZK,70.45,24.13325,19915.381,413393.53,2015-01-01
919,Germany,DEU,EUR,3.67,0.863073404,48035.802,36148.586,2015-01-01
920,Denmark,DNK,DKK,34.5,6.4174,62729.499,352067.223,2015-01-01
921,Egypt,EGY,EGP,16.93,7.35005,3705.465,25829.493,2015-01-01
922,Spain,ESP,EUR,3.65,0.863073404,29537.627,22228.076,2015-01-01
923,Estonia,EST,EUR,2.9,0.863073404,20253.974,15241.809,2015-01-01
924,Euro area,EUZ,EUR,3.68,0.863073404,40503.3268961202,30480.1408967579,2015-01-01
925,Finland,FIN,EUR,4.1,0.863073404,50434.791,37953.908,2015-01-01
926,France,FRA,EUR,3.9,0.863073404,44616.455,33575.411,2015-01-01
927,Britain,GBR,GBP,2.89,0.661594443,47476.188,28837.67,2015-01-01
928,Greece,GRC,EUR,3.05,0.863073404,21554.224,16220.292,2015-01-01
929,Hong Kong,HKG,HKD,18.8,7.75135,40185.303,311600.188,2015-01-01
930,Hungary,HUN,HUF,860.0,271.39345,14279.016,3321322.973,2015-01-01
931,Indonesia,IDN,IDR,27939.0,12480.0,3533.606,41915863.356,2015-01-01
932,India,IND,INR,116.25,61.615,1559.864,95375.738,2015-01-01
933,Ireland,IRL,EUR,3.49,0.863073404,55542.018,41797.271,2015-01-01
934,Israel,ISR,ILS,17.5,3.93415,38276.63,136950.91,2015-01-01
935,Italy,ITA,EUR,3.85,0.863073404,35836.183,26967.955,2015-01-01
936,Japan,JPN,JPY,370.0,117.765,38522.771,4081286.506,2015-01-01
937,South Korea,KOR,KRW,4100.0,1083.3,29252.933,30798658.095,2015-01-01
938,Sri Lanka,LKA,LKR,350.0,131.875,3969.713,518592.357,2015-01-01
939,Mexico,MEX,MXN,49.0,14.6275,10967.113,145779.797,2015-01-01
940,Malaysia,MYS,MYR,7.63,3.6155,11172.4,36542.325,2015-01-01
941,Netherlands,NLD,EUR,3.45,0.863073404,53026.478,39904.241,2015-01-01
942,Norway,NOR,NOK,48.0,7.6225,97768.349,616103.543,2015-01-01
943,New Zealand,NZL,NZD,5.9,1.313283866,44285.966,53302.653,2015-01-01
944,Pakistan,PAK,PKR,300.0,100.735,1428.382,147104.207,2015-01-01
945,Peru,PER,PEN,10.0,3.008,6583.999,18690.327,2015-01-01
946,Philippines,PHL,PHP,163.0,44.41,2995.504,132985.883,2015-01-01
947,Poland,POL,PLN,9.2,3.7066,14183.116,44730.358,2015-01-01
948,Portugal,PRT,EUR,3.0,0.863073404,22109.318,16638.019,2015-01-01
949,Russia,RUS,RUB,89.0,65.227,14007.509,540313.263,2015-01-01
950,Saudi Arabia,SAU,SAR,11.0,3.7569,25555.99,95834.961,2015-01-01
951,Singapore,SGP,SGD,4.7,1.33315,57564.802,72937.483,2015-01-01
952,Sweden,SWE,SEK,40.7,8.19145,59704.814,409621.892,2015-01-01
953,Thailand,THA,THB,99.0,32.605,5952.377,193315.985,2015-01-01
954,Turkey,TUR,TRY,9.25,2.33345,12079.287,26447.923,2015-01-01
955,Taiwan,TWN,TWD,79.0,31.493,22844.316,693787.589,2015-01-01
956,Ukraine,UKR,UAH,19.0,15.822,3119.576,37112.398,2015-01-01
957,Uruguay,URY,UYU,113.0,24.425,18033.016,418504.214,2015-01-01
958,United States,USA,USD,4.29,1.0,55083.507,55083.507,2015-01-01
959,Venezuela,VEN,VEF,132.0,52.1021,7107.443,,2015-01-01
960,Vietnam,VNM,VND,60000.0,21380.0,2566.854,54415204.831,2015-01-01
961,South Africa,ZAF,ZAR,25.5,11.47875,6984.926,75748.03,2015-01-01
962,UAE,ARE,AED,13.0,3.67295,47063.628,172841.173,2015-07-01
963,Argentina,ARG,ARS,28.0,9.135,13208.831,107315.212,2015-07-01
964,Australia,AUS,AUD,5.3,1.35126005,61615.051,68256.743,2015-07-01
965,Austria,AUT,EUR,3.39,0.912700224,51814.424,38992.129,2015-07-01
966,Belgium,BEL,EUR,3.7,0.912700224,47897.037,36044.161,2015-07-01
967,Brazil,BRA,BRL,13.5,3.15235,12175.683,28648.673,2015-07-01
968,Canada,CAN,CAD,5.85,1.2897,51020.843,56365.13,2015-07-01
969,Switzerland,CHE,CHF,6.5,0.9528,89273.258,81787.789,2015-07-01
970,Chile,CHL,CLP,2100.0,642.45,14582.85,8317656.66,2015-07-01
971,China,CHN,CNY,17.0,6.2092,7645.875,46971.794,2015-07-01
972,Colombia,COL,COP,7900.0,2708.9,8312.056,16633297.73,2015-07-01
973,Costa Rica,CRI,CRC,2150.0,533.3,10853.638,5842596.561,2015-07-01
974,Czech Republic,CZE,CZK,70.0,24.70225,19915.381,413393.53,2015-07-01
975,Germany,DEU,EUR,3.59,0.912700224,48035.802,36148.586,2015-07-01
976,Denmark,DNK,DKK,34.59,6.81105,62729.499,352067.223,2015-07-01
977,Egypt,EGY,EGP,16.93,7.83005,3705.465,25829.493,2015-07-01
978,Spain,ESP,EUR,3.65,0.912700224,29537.627,22228.076,2015-07-01
979,Estonia,EST,EUR,2.95,0.912700224,20253.974,15241.809,2015-07-01
980,Euro area,EUZ,EUR,3.7,0.912700224,40503.3268961202,30480.1408967579,2015-07-01
981,Finland,FIN,EUR,4.1,0.912700224,50434.791,37953.908,2015-07-01
982,France,FRA,EUR,4.1,0.912700224,44616.455,33575.411,2015-07-01
983,Britain,GBR,GBP,2.89,0.640450877,47476.188,28837.67,2015-07-01
984,Greece,GRC,EUR,3.05,0.912700224,21554.224,16220.292,2015-07-01
985,Hong Kong,HKG,HKD,19.2,7.7508,40185.303,311600.188,2015-07-01
986,Hungary,HUN,HUF,900.0,282.8778,14279.016,3321322.973,2015-07-01
987,Indonesia,IDN,IDR,30500.0,13344.5,3533.606,41915863.356,2015-07-01
988,India,IND,INR,116.25,63.43,1559.864,95375.738,2015-07-01
989,Ireland,IRL,EUR,3.7,0.912700224,55542.018,41797.271,2015-07-01
990,Israel,ISR,ILS,17.5,3.77835,38276.63,136950.91,2015-07-01
991,Italy,ITA,EUR,4.0,0.912700224,35836.183,26967.955,2015-07-01
992,Japan,JPN,JPY,370.0,123.935,38522.771,4081286.506,2015-07-01
993,South Korea,KOR,KRW,4300.0,1143.5,29252.933,30798658.095,2015-07-01
994,Sri Lanka,LKA,LKR,350.0,133.85,3969.713,518592.357,2015-07-01
995,Mexico,MEX,MXN,49.0,15.73975,10967.113,145779.797,2015-07-01
996,Malaysia,MYS,MYR,7.65,3.8065,11172.4,36542.325,2015-07-01
997,Netherlands,NLD,EUR,3.45,0.912700224,53026.478,39904.241,2015-07-01
998,Norway,NOR,NOK,46.0,8.14255,97768.349,616103.543,2015-07-01
999,New Zealand,NZL,NZD,5.9,1.509092281,44285.966,53302.653,2015-07-01
1000,Pakistan,PAK,PKR,350.0,101.7,1428.382,147104.207,2015-07-01
1001,Peru,PER,PEN,10.0,3.1835,6583.999,18690.327,2015-07-01
1002,Philippines,PHL,PHP,163.0,45.2125,2995.504,132985.883,2015-07-01
1003,Poland,POL,PLN,9.6,3.7736,14183.116,44730.358,2015-07-01
1004,Portugal,PRT,EUR,3.0,0.912700224,22109.318,16638.019,2015-07-01
1005,Russia,RUS,RUB,107.0,56.815,14007.509,540313.263,2015-07-01
1006,Saudi Arabia,SAU,SAR,12.0,3.75055,25555.99,95834.961,2015-07-01
1007,Singapore,SGP,SGD,4.7,1.3664,57564.802,72937.483,2015-07-01
1008,Sweden,SWE,SEK,43.7,8.52265,59704.814,409621.892,2015-07-01
1009,Thailand,THA,THB,108.0,34.0875,5952.377,193315.985,2015-07-01
1010,Turkey,TUR,TRY,10.25,2.6457,12079.287,26447.923,2015-07-01
1011,Taiwan,TWN,TWD,79.0,31.02,22844.316,693787.589,2015-07-01
1012,Ukraine,UKR,UAH,34.0,21.95,3119.576,37112.398,2015-07-01
1013,Uruguay,URY,UYU,113.0,27.345,18033.016,418504.214,2015-07-01
1014,United States,USA,USD,4.29,1.0,55083.507,55083.507,2015-07-01
1015,Venezuela,VEN,VEF,132.0,197.0,7107.443,,2015-07-01
