,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
1677,Estonia,EST,EUR,3.2,0.823011399,23576.356,20657.785,2021-01-01
1678,Euro area,EUZ,EUR,4.25,0.823011399,38408.7107491914,33654.0171030561,2021-01-01
1679,Finland,FIN,EUR,4.87,0.823011399,49168.162,43081.524,2021-01-01
1680,France,FRA,EUR,4.2,0.823011399,40385.395,35385.996,2021-01-01
1681,Britain,GBR,GBP,3.29,0.74137228,40347.364,31448.458,2021-01-01
1682,Greece,GRC,EUR,3.3,0.823011399,17611.847,15431.637,2021-01-01
1683,Guatemala,GTM,GTQ,25.0,7.8009,4318.636,33347.563,2021-01-01
1684,Hong Kong,HKG,HKD,20.5,7.75535,46446.056,360293.67,2021-01-01
1685,Honduras,HND,HNL,87.0,24.103,2380.029,58915.112,2021-01-01
1686,Croatia,HRV,HRK,23.0,6.23875,14224.015,12463.192,2021-01-01
1687,Hungary,HUN,HUF,900.0,297.42395,16089.014,4955362.829,2021-01-01
1688,Indonesia,IDN,IDR,34000.0,14125.0,3932.332,57154438.66,2021-01-01
1689,India,IND,INR,190.0,73.39,1913.22,142008.828,2021-01-01
1690,Ireland,IRL,EUR,4.4,0.823011399,85233.623,74682.36,2021-01-01
1691,Israel,ISR,ILS,17.0,3.179,44850.441,154393.419,2021-01-01
1692,Italy,ITA,EUR,4.3,0.823011399,31784.787,27850.076,2021-01-01
1693,Jordan,JOR,JOD,2.3,0.709,4336.382,3074.489,2021-01-01
1694,Japan,JPN,JPY,390.0,104.295,40117.916,4283573.734,2021-01-01
1695,South Korea,KOR,KRW,4500.0,1097.35,31728.304,37439564.24,2021-01-01
1696,Kuwait,KWT,KWD,1.15,0.3037,22683.638,6946.481,2021-01-01
1697,Lebanon,LBN,LBP,15500.0,8750.0,3588.705,14021069.991,2021-01-01
1698,Sri Lanka,LKA,LKR,700.0,189.0,3893.842,722668.142,2021-01-01
1699,Lithuania,LTU,EUR,2.9,0.823011399,20323.207,17807.352,2021-01-01
1700,Latvia,LVA,EUR,2.85,0.823011399,18123.655,15880.087,2021-01-01
1701,Moldova,MDA,MDL,50.0,17.225,4377.542,75829.897,2021-01-01
1702,Mexico,MEX,MXN,54.0,20.11475,8533.496,183347.354,2021-01-01
1703,Malaysia,MYS,MYR,9.99,4.052,10361.276,43518.291,2021-01-01
1704,Nicaragua,NIC,NIO,124.0,34.8453,1937.328,66538.773,2021-01-01
1705,Netherlands,NLD,EUR,4.13,0.823011399,52222.364,45757.64,2021-01-01
1706,Norway,NOR,NOK,52.0,8.5439,68399.085,644034.383,2021-01-01
1707,New Zealand,NZL,NZD,6.8,1.395089286,41308.744,63549.814,2021-01-01
1708,Oman,OMN,OMR,1.1,0.385,16640.426,6398.244,2021-01-01
1709,Pakistan,PAK,PKR,550.0,160.35,1376.512,217835.452,2021-01-01
1710,Peru,PER,PEN,11.9,3.6207,6145.031,21480.211,2021-01-01
1711,Philippines,PHL,PHP,142.0,48.0925,3325.836,165041.602,2021-01-01
1712,Poland,POL,PLN,13.08,3.7226,15792.61,61585.518,2021-01-01
1713,Portugal,PRT,EUR,3.45,0.823011399,22224.566,19473.337,2021-01-01
1714,Qatar,QAT,QAR,13.0,3.641,53797.937,195824.492,2021-01-01
1715,Romania,ROU,RON,9.9,4.0089,13021.962,55191.135,2021-01-01
1716,Russia,RUS,RUB,135.0,74.63,10180.67,736522.292,2021-01-01
1717,Saudi Arabia,SAU,SAR,14.0,3.7518,20971.147,78641.803,2021-01-01
1718,Singapore,SGP,SGD,5.9,1.3308,61274.006,84542.3,2021-01-01
1719,Slovakia,SVK,EUR,3.7,0.823011399,19533.5,17115.404,2021-01-01
1720,Slovenia,SVN,EUR,2.5,0.823011399,25604.69,22435.028,2021-01-01
1721,Sweden,SWE,SEK,52.88,8.29525,52706.294,485441.256,2021-01-01
1722,Thailand,THA,THB,128.0,30.13,7170.849,224371.79,2021-01-01
1723,Turkey,TUR,TRY,14.99,7.4705,8612.31,60375.297,2021-01-01
1724,Taiwan,TWN,TWD,72.0,27.98,28571.44,845236.048,2021-01-01
1725,Ukraine,UKR,UAH,62.0,28.14,3780.075,101935.261,2021-01-01
1726,Uruguay,URY,UYU,204.0,42.495,15168.311,637304.168,2021-01-01
1727,United States,USA,USD,4.89,1.0,63577.341,63577.341,2021-01-01
1728,Vietnam,VNM,VND,66000.0,23064.0,3548.892,82436597.154,2021-01-01
1729,South Africa,ZAF,ZAR,33.5,15.5225,5661.013,93202.442,2021-01-01
1730,United Arab Emirates,ARE,AED,14.75,3.67315,37648.963,138265.817,2021-07-01
1731,Argentina,ARG,ARS,380.0,96.33375,8571.937,605476.777,2021-07-01
1732,Australia,AUS,AUD,6.55,1.366586949,53071.718,76868.472,2021-07-01
1733,Austria,AUT,EUR,3.92,0.850159405,48857.083,42808.954,2021-07-01
1734,Azerbaijan,AZE,AZN,3.95,1.699,4240.844,7209.435,2021-07-01
1735,Belgium,BEL,EUR,4.45,0.850159405,45545.134,39906.999,2021-07-01
1736,Bahrain,BHR,BHD,1.5,0.377,23517.244,8842.484,2021-07-01
1737,Brazil,BRA,BRL,22.9,5.24865,6970.719,35935.685,2021-07-01
1738,Canada,CAN,CAD,6.77,1.2741,43383.713,58184.182,2021-07-01
1739,Switzerland,CHE,CHF,6.5,0.92275,85872.732,80631.49,2021-07-01
1740,Chile,CHL,CLP,2990.0,759.285,13067.742,10351818.58,2021-07-01
1741,China,CHN,CNY,22.4,6.4797,10525.001,72630.397,2021-07-01
1742,Colombia,COL,COP,12950.0,3842.11,5363.072,19807305.68,2021-07-01
1743,Costa Rica,CRI,CRC,2370.0,617.74,12163.927,7116292.837,2021-07-01
1744,Czech Republic,CZE,CZK,89.0,21.80065,23001.306,533866.053,2021-07-01
1745,Germany,DEU,EUR,4.45,0.850159405,46735.314,40949.844,2021-07-01
1746,Denmark,DNK,DKK,30.0,6.3239,61005.841,399109.495,2021-07-01
1747,Egypt,EGY,EGP,42.5,15.67,3802.438,61159.046,2021-07-01
1748,Spain,ESP,EUR,4.4,0.850159405,26943.767,23608.338,2021-07-01
1749,Estonia,EST,EUR,3.2,0.850159405,23576.356,20657.785,2021-07-01
1750,Euro area,EUZ,EUR,4.29,0.850159405,38408.7107491914,33654.0171030561,2021-07-01
1751,Finland,FIN,EUR,4.89,0.850159405,49168.162,43081.524,2021-07-01
1752,France,FRA,EUR,4.3,0.850159405,40385.395,35385.996,2021-07-01
1753,Britain,GBR,GBP,3.49,0.734672887,40347.364,31448.458,2021-07-01
1754,Greece,GRC,EUR,3.3,0.850159405,17611.847,15431.637,2021-07-01
1755,Guatemala,GTM,GTQ,26.0,7.7448,4318.636,33347.563,2021-07-01
1756,Hong Kong,HKG,HKD,21.0,7.7729,46446.056,360293.67,2021-07-01
1757,Honduras,HND,HNL,87.0,23.744,2380.029,58915.112,2021-07-01
1758,Croatia,HRV,HRK,24.0,6.39805,14224.015,12463.192,2021-07-01
1759,Hungary,HUN,HUF,908.0,305.64505,16089.014,4955362.829,2021-07-01
1760,Indonesia,IDN,IDR,34000.0,14517.5,3932.332,57154438.66,2021-07-01
1761,India,IND,INR,190.0,74.615,1913.22,142008.828,2021-07-01
1762,Ireland,IRL,EUR,4.5,0.850159405,85233.623,74682.36,2021-07-01
1763,Israel,ISR,ILS,17.0,3.29205,44850.441,154393.419,2021-07-01
1764,Italy,ITA,EUR,4.3,0.850159405,31784.787,27850.076,2021-07-01
1765,Jordan,JOR,JOD,2.13,0.709,4336.382,3074.489,2021-07-01
1766,Japan,JPN,JPY,390.0,109.935,40117.916,4283573.734,2021-07-01
1767,South Korea,KOR,KRW,4600.0,1150.35,31728.304,37439564.24,2021-07-01
1768,Kuwait,KWT,KWD,1.25,0.3008,22683.638,6946.481,2021-07-01
1769,Lebanon,LBN,LBP,37000.0,22000.0,3588.705,14021069.991,2021-07-01
1770,Sri Lanka,LKA,LKR,700.0,199.5,3893.842,722668.142,2021-07-01
1771,Lithuania,LTU,EUR,2.9,0.850159405,20323.207,17807.352,2021-07-01
1772,Latvia,LVA,EUR,2.85,0.850159405,18123.655,15880.087,2021-07-01
1773,Moldova,MDA,MDL,52.0,17.98,4377.542,75829.897,2021-07-01
1774,Mexico,MEX,MXN,64.0,20.13525,8533.496,183347.354,2021-07-01
1775,Malaysia,MYS,MYR,9.99,4.2245,10361.276,43518.291,2021-07-01
1776,Nicaragua,NIC,NIO,128.0,35.2063,1937.328,66538.773,2021-07-01
1777,Netherlands,NLD,EUR,4.22,0.850159405,52222.364,45757.64,2021-07-01
1778,Norway,NOR,NOK,57.0,9.0444,68399.085,644034.383,2021-07-01
1779,New Zealand,NZL,NZD,6.9,1.448750453,41308.744,63549.814,2021-07-01
1780,Oman,OMN,OMR,1.15,0.38505,16640.426,6398.244,2021-07-01
1781,Pakistan,PAK,PKR,580.0,161.1,1376.512,217835.452,2021-07-01
1782,Peru,PER,PEN,12.9,3.9511,6145.031,21480.211,2021-07-01
1783,Philippines,PHL,PHP,142.0,50.35,3325.836,165041.602,2021-07-01
1784,Poland,POL,PLN,13.43,3.90685,15792.61,61585.518,2021-07-01
1785,Portugal,PRT,EUR,3.45,0.850159405,22224.566,19473.337,2021-07-01
1786,Qatar,QAT,QAR,13.0,3.641,53797.937,195824.492,2021-07-01
1787,Romania,ROU,RON,10.6,4.1877,13021.962,55191.135,2021-07-01
1788,Russia,RUS,RUB,135.0,74.53,10180.67,736522.292,2021-07-01
1789,Saudi Arabia,SAU,SAR,14.0,3.7507,20971.147,78641.803,2021-07-01
1790,Singapore,SGP,SGD,5.9,1.36825,61274.006,84542.3,2021-07-01
1791,Slovakia,SVK,EUR,3.7,0.850159405,19533.5,17115.404,2021-07-01
1792,Slovenia,SVN,EUR,2.6,0.850159405,25604.69,22435.028,2021-07-01
1793,Sweden,SWE,SEK,54.0,8.7165,52706.294,485441.256,2021-07-01
1794,Thailand,THA,THB,128.0,32.81,7170.849,224371.79,2021-07-01
1795,Turkey,TUR,TRY,19.99,8.55725,8612.31,60375.297,2021-07-01
1796,Taiwan,TWN,TWD,72.0,28.0475,28571.44,845236.048,2021-07-01
1797,Ukraine,UKR,UAH,65.0,27.22,3780.075,101935.261,2021-07-01
1798,Uruguay,URY,UYU,225.0,44.0,15168.311,637304.168,2021-07-01
1799,United States,USA,USD,4.93,1.0,63577.341,63577.341,2021-07-01
1800,Venezuela,VEN,VES,16020000.0,3613989.071,1566.623,512.448,2021-07-01
1801,Vietnam,VNM,VND,69000.0,23028.5,3548.892,82436597.154,2021-07-01
1802,South Africa,ZAF,ZAR,33.5,14.6625,5661.013,93202.442,2021-07-01
1803,United Arab Emirates,ARE,AED,17.0,3.67305,43422.085,159467.608,2022-01-01
1804,Argentina,ARG,ARS,450.0,105.0165,10616.947,1009600.063,2022-01-01
1805,Australia,AUS,AUD,6.4,1.419345682,63896.297,84993.425,2022-01-01
1806,Austria,AUT,EUR,3.8,0.89206066,53528.707,45228.14,2022-01-01
1807,Azerbaijan,AZE,AZN,4.5,1.699,5397.928,9176.478,2022-01-01
1808,Belgium,BEL,EUR,4.55,0.89206066,51450.593,43472.274,2022-01-01
1809,Bahrain,BHR,BHD,1.5,0.377,26126.26,9823.474,2022-01-01
1810,Brazil,BRA,BRL,22.9,5.31,7754.611,41854.932,2022-01-01
1811,Canada,CAN,CAD,6.77,1.2718,52387.812,65687.867,2022-01-01
1812,Switzerland,CHE,CHF,6.5,0.93105,92238.988,84292.215,2022-01-01
1813,Chile,CHL,CLP,3100.0,798.6,16059.804,12190462.164,2022-01-01
1814,China,CHN,CNY,24.4,6.36535,12572.071,81076.237,2022-01-01
1815,Colombia,COL,COP,12950.0,3941.995,6239.274,23361365.865,2022-01-01
1816,Costa Rica,CRI,CRC,2650.0,642.585,12472.833,7743748.079,2022-01-01
1817,Czech Republic,CZE,CZK,89.0,21.6802,26331.255,570813.333,2022-01-01
1818,Germany,DEU,EUR,4.46,0.89206066,51237.643,43292.346,2022-01-01
1819,Denmark,DNK,DKK,32.0,6.6373,68202.07,428794.127,2022-01-01
1820,Egypt,EGY,EGP,42.5,15.71,4145.939,65260.529,2022-01-01
1821,Spain,ESP,EUR,4.58,0.89206066,30133.937,25461.141,2022-01-01
1822,Estonia,EST,EUR,3.4,0.89206066,27962.284,23626.241,2022-01-01
1823,Euro area,EUZ,EUR,4.42,0.89206066,42839.2183831028,36196.2447357826,2022-01-01
1824,Finland,FIN,EUR,4.95,0.89206066,53595.186,45284.31,2022-01-01
1825,France,FRA,EUR,4.35,0.89206066,45185.845,38178.986,2022-01-01
1826,Britain,GBR,GBP,3.59,0.745350874,46421.611,33743.411,2022-01-01
1827,Greece,GRC,EUR,3.4,0.89206066,20135.275,17012.947,2022-01-01
1828,Guatemala,GTM,GTQ,26.0,7.6898,4743.082,36689.981,2022-01-01
1829,Hong Kong,HKG,HKD,22.0,7.79755,49844.517,387453.894,2022-01-01
1830,Honduras,HND,HNL,89.0,24.61415,2796.449,67631.472,2022-01-01
1831,Croatia,HRV,HRK,23.67,6.715,17759.916,15005.929,2022-01-01
1832,Hungary,HUN,HUF,982.0,317.51115,18687.934,5665075.803,2022-01-01
1833,Indonesia,IDN,IDR,34000.0,14382.0,4362.677,62357334.567,2022-01-01
1834,India,IND,INR,190.0,74.6225,2234.337,166466.817,2022-01-01
1835,Ireland,IRL,EUR,4.6,0.89206066,100144.757,84615.553,2022-01-01
1836,Israel,ISR,ILS,17.0,3.17775,52151.927,168461.068,2022-01-01
1837,Italy,ITA,EUR,4.8,0.89206066,35842.069,30284.126,2022-01-01
1838,Jordan,JOR,JOD,2.12,0.709,4460.88,3162.758,2022-01-01
1839,Japan,JPN,JPY,390.0,115.225,39882.554,4377282.782,2022-01-01
1840,South Korea,KOR,KRW,4600.0,1205.5,34997.985,40036002.792,2022-01-01
1841,Kuwait,KWT,KWD,1.25,0.3029,28884.3,8712.75,2022-01-01
1842,Lebanon,LBN,LBP,70000.0,21500.0,,,2022-01-01
1843,Sri Lanka,LKA,LKR,840.0,202.41,4016.024,798242.192,2022-01-01
1844,Lithuania,LTU,EUR,2.9,0.89206066,23739.08,20057.918,2022-01-01
1845,Latvia,LVA,EUR,2.85,0.89206066,20996.889,17740.952,2022-01-01
1846,Moldova,MDA,MDL,52.0,18.0,5288.655,93492.536,2022-01-01
1847,Mexico,MEX,MXN,69.0,20.649,9869.076,200069.94,2022-01-01
1848,Malaysia,MYS,MYR,9.99,4.1855,11449.782,47433.149,2022-01-01
1849,Nicaragua,NIC,NIO,134.0,35.455,2141.007,75367.157,2022-01-01
1850,Netherlands,NLD,EUR,4.4,0.89206066,57996.912,49003.471,2022-01-01
1851,Norway,NOR,NOK,57.0,8.91605,90763.532,779658.739,2022-01-01
1852,New Zealand,NZL,NZD,7.0,1.52264941,48778.456,68942.021,2022-01-01
1853,Oman,OMN,OMR,1.15,0.385,19479.401,7489.83,2022-01-01
1854,Pakistan,PAK,PKR,590.0,176.52,1564.434,250664.967,2022-01-01
1855,Peru,PER,PEN,12.9,3.83735,6678.85,25915.328,2022-01-01
1856,Philippines,PHL,PHP,142.0,50.975,3576.101,176139.446,2022-01-01
1857,Poland,POL,PLN,14.08,4.094,17957.819,69343.22,2022-01-01
1858,Portugal,PRT,EUR,3.45,0.89206066,24694.112,20864.856,2022-01-01
1859,Qatar,QAT,QAR,13.0,3.641,68621.644,249782.785,2022-01-01
1860,Romania,ROU,RON,10.6,4.4119,14874.18,61838.522,2022-01-01
1861,Russia,RUS,RUB,135.0,77.4175,12617.864,929492.024,2022-01-01
1862,Saudi Arabia,SAU,SAR,15.0,3.7519,25463.654,95488.701,2022-01-01
1863,Singapore,SGP,SGD,5.9,1.35215,77710.07,104402.184,2022-01-01
1864,Slovakia,SVK,EUR,3.8,0.89206066,21357.009,18045.229,2022-01-01
1865,Slovenia,SVN,EUR,2.8,0.89206066,29298.411,24755.178,2022-01-01
1866,Sweden,SWE,SEK,54.0,9.3341,60929.619,522566.939,2022-01-01
1867,Thailand,THA,THB,128.0,33.295,7226.837,231113.68,2022-01-01
1868,Turkey,TUR,TRY,24.99,13.4155,9654.085,85602.137,2022-01-01
1869,Taiwan,TWN,TWD,75.0,27.814,33186.341,929997.432,2022-01-01
1870,Ukraine,UKR,UAH,69.0,28.3673,4882.111,133167.812,2022-01-01
1871,Uruguay,URY,UYU,239.0,44.0355,16742.911,729194.218,2022-01-01
1872,United States,USA,USD,5.04,1.0,70159.774,70159.774,2022-01-01
1873,Venezuela,VEN,VES,23.0,4.5435,2071.603,6796.975,2022-01-01
1874,Vietnam,VNM,VND,69000.0,22650.0,3753.428,86082566.377,2022-01-01
1875,South Africa,ZAF,ZAR,39.9,15.47,6965.188,102962.888,2022-01-01
1876,United Arab Emirates,ARE,AED,18.0,3.67305,43422.085,159467.608,2022-07-01
1877,Argentina,ARG,ARS,590.0,129.115,10616.947,1009600.063,2022-07-01
1878,Australia,AUS,AUD,6.7,1.44843568945539,63896.297,84993.425,2022-07-01
1879,Austria,AUT,EUR,4.35,0.975849999999997,53528.707,45228.14,2022-07-01
1880,Azerbaijan,AZE,AZN,4.7,1.69825,5397.928,9176.478,2022-07-01
1881,Belgium,BEL,EUR,4.6,0.975849999999997,51450.593,43472.274,2022-07-01
1882,Bahrain,BHR,BHD,1.6,0.377,26126.26,9823.474,2022-07-01
1883,Brazil,BRA,BRL,22.9,5.39175,7754.611,41854.932,2022-07-01
1884,Canada,CAN,CAD,5.88,1.28915,52387.812,65687.867,2022-07-01
1885,Switzerland,CHE,CHF,6.5,0.96845,92238.988,84292.215,2022-07-01
1886,Chile,CHL,CLP,3400.0,928.435,16059.804,12190462.164,2022-07-01
1887,China,CHN,CNY,24.0,6.74735,12572.071,81076.237,2022-07-01
1888,Colombia,COL,COP,14950.0,4295.1,6239.274,23361365.865,2022-07-01
1889,Costa Rica,CRI,CRC,2650.0,678.105,12472.833,7743748.079,2022-07-01
1890,Czech Republic,CZE,CZK,95.0,23.92,26331.255,570813.333,2022-07-01
1891,Germany,DEU,EUR,4.58,0.975849999999997,51237.643,43292.346,2022-07-01
1892,Egypt,EGY,EGP,46.0,18.945,4145.939,65260.529,2022-07-01
1893,Spain,ESP,EUR,4.58,0.975849999999997,30133.937,25461.141,2022-07-01
1894,Estonia,EST,EUR,3.4,0.975849999999997,27962.284,23626.241,2022-07-01
1895,Euro area,EUZ,EUR,4.65,0.975849999999997,42839.2183831028,36196.2447357826,2022-07-01
1896,Finland,FIN,EUR,5.25,0.975849999999997,53595.186,45284.31,2022-07-01
1897,France,FRA,EUR,4.7,0.975849999999997,45185.845,38178.986,2022-07-01
1898,Britain,GBR,GBP,3.69,0.831079999999998,46421.611,33743.411,2022-07-01
1899,Greece,GRC,EUR,4.0,0.975849999999997,20135.275,17012.947,2022-07-01
1900,Guatemala,GTM,GTQ,26.0,7.7279,4743.082,36689.981,2022-07-01
1901,Hong Kong,HKG,HKD,21.0,7.84995,49844.517,387453.894,2022-07-01
1902,Honduras,HND,HNL,89.0,24.615,2796.449,67631.472,2022-07-01
1903,Croatia,HRV,HRK,27.0,7.32845,17759.916,15005.929,2022-07-01
1904,Hungary,HUN,HUF,1030.0,389.04615,18687.934,5665075.803,2022-07-01
1905,Indonesia,IDN,IDR,35000.0,14977.5,4362.677,62357334.567,2022-07-01
1906,India,IND,INR,191.0,79.9513,2234.337,166466.817,2022-07-01
1907,Ireland,IRL,EUR,5.0,0.975849999999997,100144.757,84615.553,2022-07-01
1908,Israel,ISR,ILS,17.0,3.43745,52151.927,168461.068,2022-07-01
1909,Italy,ITA,EUR,5.1,0.975849999999997,35842.069,30284.126,2022-07-01
1910,Jordan,JOR,JOD,2.3,0.71015,4460.88,3162.758,2022-07-01
1911,Japan,JPN,JPY,390.0,137.865,39882.554,4377282.782,2022-07-01
1912,South Korea,KOR,KRW,4600.0,1313.45,34997.985,40036002.792,2022-07-01
1913,Kuwait,KWT,KWD,1.3,0.3074,28884.3,8712.75,2022-07-01
1914,Lebanon,LBN,LBP,130000.0,25600.0,,,2022-07-01
1915,Sri Lanka,LKA,LKR,1340.0,360.0,4016.024,798242.192,2022-07-01
1916,Lithuania,LTU,EUR,3.05,0.975849999999997,23739.08,20057.918,2022-07-01
1917,Latvia,LVA,EUR,3.0,0.975849999999997,20996.889,17740.952,2022-07-01
1918,Moldova,MDA,MDL,60.0,19.298,5288.655,93492.536,2022-07-01
1919,Mexico,MEX,MXN,70.0,20.4125,9869.076,200069.94,2022-07-01
1920,Malaysia,MYS,MYR,10.9,4.45,11449.782,47433.149,2022-07-01
1921,Nicaragua,NIC,NIO,139.0,35.89,2141.007,75367.157,2022-07-01
1922,Netherlands,NLD,EUR,4.5,0.975849999999997,57996.912,49003.471,2022-07-01
1923,Norway,NOR,NOK,62.0,9.89765,90763.532,779658.739,2022-07-01
1924,New Zealand,NZL,NZD,7.1,1.60372063186593,48778.456,68942.021,2022-07-01
1925,Oman,OMN,OMR,1.42,0.385,19479.401,7489.83,2022-07-01
1926,Pakistan,PAK,PKR,700.0,221.75,1564.434,250664.967,2022-07-01
1927,Peru,PER,PEN,13.9,3.89285,6678.85,25915.328,2022-07-01
1928,Philippines,PHL,PHP,155.0,56.265,3576.101,176139.446,2022-07-01
1929,Poland,POL,PLN,16.68,4.64845,17957.819,69343.22,2022-07-01
1930,Portugal,PRT,EUR,4.0,0.975849999999997,24694.112,20864.856,2022-07-01
1931,Qatar,QAT,QAR,13.0,3.64175,68621.644,249782.785,2022-07-01
1932,Romania,ROU,RON,11.0,4.82175,14874.18,61838.522,2022-07-01
1933,Saudi Arabia,SAU,SAR,17.0,3.755,25463.654,95488.701,2022-07-01
1934,Singapore,SGP,SGD,5.9,1.3914,77710.07,104402.184,2022-07-01
1935,Slovakia,SVK,EUR,3.9,0.975849999999997,21357.009,18045.229,2022-07-01
1936,Slovenia,SVN,EUR,3.2,0.975849999999997,29298.411,24755.178,2022-07-01
1937,Sweden,SWE,SEK,57.0,10.19785,60929.619,522566.939,2022-07-01
1938,Thailand,THA,THB,128.0,36.6125,7226.837,231113.68,2022-07-01
1939,Turkey,TUR,TRY,47.0,17.565,9654.085,85602.137,2022-07-01
1940,Taiwan,TWN,TWD,75.0,29.9075,33186.341,929997.432,2022-07-01
1941,Uruguay,URY,UYU,255.0,41.91,16742.911,729194.218,2022-07-01
1942,United States,USA,USD,5.15,1.0,70159.774,70159.774,2022-07-01
1943,Venezuela,VEN,VES,10.0,5.6732,2071.603,6796.975,2022-07-01
1944,Vietnam,VNM,VND,69000.0,23417.0,3753.428,86082566.377,2022-07-01
1945,South Africa,ZAF,ZAR,39.9,17.03625,6965.188,102962.888,2022-07-01
1946,United Arab Emirates,ARE,AED,18.0,3.673,51305.686,188420.13,2023-01-01
1947,Argentina,ARG,ARS,980.0,184.69875,13655.2,1785086.952,2023-01-01
1948,Australia,AUS,AUD,7.25,1.41854032200865,65526.118,94288.25,2023-01-01
1949,Austria,AUT,EUR,4.48,0.9195,52264.871,49592.948,2023-01-01
1950,Azerbaijan,AZE,AZN,4.9,1.7025,6826.434,11604.938,2023-01-01
1951,Belgium,BEL,EUR,4.6,0.9195,50114.397,47552.412,2023-01-01
1952,Bahrain,BHR,BHD,1.7,0.377,28784.993,10823.157,2023-01-01
1953,Brazil,BRA,BRL,22.9,5.1581,8995.029,46352.586,2023-01-01
1954,Canada,CAN,CAD,6.11,1.33595,55085.452,71696.733,2023-01-01
1955,Switzerland,CHE,CHF,6.7,0.92315,92371.449,88209.2,2023-01-01
1956,Chile,CHL,CLP,3800.0,800.425,15094.829,13180628.674,2023-01-01
1957,China,CHN,CNY,24.0,6.78405,12813.765,86327.399,2023-01-01
1958,Colombia,COL,COP,18900.0,4545.55,6664.269,28364423.943,2023-01-01
1959,Costa Rica,CRI,CRC,2800.0,564.07,13077.23,8463768.322,2023-01-01
1960,Czech Republic,CZE,CZK,99.0,21.94565,27612.934,644955.308,2023-01-01
1961,Germany,DEU,EUR,4.76,0.9195,48636.03,46149.623,2023-01-01
1962,Denmark,DNK,DKK,37.0,6.8401,66516.079,475244.368,2023-01-01
1963,Egypt,EGY,EGP,55.0,29.845,4563.298,75305.832,2023-01-01
1964,Spain,ESP,EUR,4.85,0.9195,29420.615,27916.552,2023-01-01
1965,Estonia,EST,EUR,3.8,0.9195,28631.096,27167.397,2023-01-01
1966,Euro area,EUZ,EUR,4.81,0.9195,40906.7034965197,38815.4366885561,2023-01-01
1967,Finland,FIN,EUR,5.35,0.9195,50655.133,48065.504,2023-01-01
1968,France,FRA,EUR,5.0,0.9195,42409.045,40240.979,2023-01-01
1969,Britain,GBR,GBP,3.79,0.81205,45294.805,36614.167,2023-01-01
1970,Greece,GRC,EUR,4.55,0.9195,20615.206,19561.301,2023-01-01
1971,Guatemala,GTM,GTQ,27.0,7.8438,5004.742,38777.642,2023-01-01
1972,Hong Kong,HKG,HKD,21.0,7.8307,49225.862,385508.237,2023-01-01
1973,Honduras,HND,HNL,100.0,24.7,3061.969,75437.051,2023-01-01
1974,Hungary,HUN,HUF,1350.0,359.4686,17301.218,6402525.585,2023-01-01
1975,Indonesia,IDN,IDR,35000.0,14887.5,4798.119,71267226.008,2023-01-01
1976,India,IND,INR,207.0,81.715,2379.209,191288.428,2023-01-01
1977,Ireland,IRL,EUR,4.9,0.9195,103175.698,97901.075,2023-01-01
1978,Israel,ISR,ILS,17.0,3.36365,54710.337,183854.317,2023-01-01
1979,Italy,ITA,EUR,5.2,0.9195,34113.201,32369.241,2023-01-01
1980,Jordan,JOR,JOD,2.5,0.71005,4740.941,3361.32,2023-01-01
1981,Japan,JPN,JPY,410.0,130.1,33821.931,4447521.084,2023-01-01
1982,South Korea,KOR,KRW,4900.0,1235.45,32250.409,41649683.283,2023-01-01
1983,Kuwait,KWT,KWD,1.9,0.30535,38328.894,11738.23,2023-01-01
1984,Lebanon,LBN,LBP,170000.0,38000.0,,,2023-01-01
1985,Sri Lanka,LKA,LKR,1820.0,364.655,3362.075,1057719.543,2023-01-01
1986,Lithuania,LTU,EUR,3.35,0.9195,25036.193,23756.275,2023-01-01
1987,Latvia,LVA,EUR,3.4,0.9195,22347.97,21205.481,2023-01-01
1988,Moldova,MDA,MDL,60.0,18.8411,5671.224,107406.553,2023-01-01
1989,Mexico,MEX,MXN,79.0,18.838,10867.807,218740.162,2023-01-01
1990,Malaysia,MYS,MYR,12.9,4.2855,12364.058,54199.521,2023-01-01
1991,Nicaragua,NIC,NIO,154.0,36.45,2386.754,85698.246,2023-01-01
1992,Netherlands,NLD,EUR,4.88,0.9195,56489.068,53601.193,2023-01-01
1993,Norway,NOR,NOK,65.0,9.86415,106328.405,1022259.007,2023-01-01
1994,New Zealand,NZL,NZD,7.5,1.53787004998078,47208.355,74233.989,2023-01-01
1995,Oman,OMN,OMR,1.42,0.385,24772.462,9525.012,2023-01-01
1996,Pakistan,PAK,PKR,780.0,230.2,1658.363,294898.818,2023-01-01
1997,Peru,PER,PEN,13.9,3.8847,7094.448,27816.265,2023-01-01
1998,Philippines,PHL,PHP,155.0,54.435,3623.389,197394.255,2023-01-01
1999,Poland,POL,PLN,17.75,4.3373,18279.514,81470.882,2023-01-01
2000,Portugal,PRT,EUR,4.4,0.9195,24522.077,23268.442,2023-01-01
2001,Qatar,QAT,QAR,14.0,3.64175,84424.832,307306.388,2023-01-01
2002,Romania,ROU,RON,12.3,4.51885,15851.136,74174.123,2023-01-01
2003,Saudi Arabia,SAU,SAR,19.0,3.7545,31849.729,119436.482,2023-01-01
2004,Singapore,SGP,SGD,5.9,1.32015,82807.649,114164.146,2023-01-01
2005,Slovakia,SVK,EUR,4.0,0.9195,20889.59,19821.658,2023-01-01
